D0001,A001,0,0,93,F0003
D0001,B0753,1,35,-93,F0003
D0001,A001,36,36,78,F0008
D0001,A001,36,36,57,F0010
D0001,B6721,37,68,-78,F0008
D0001,B8015,69,97,-57,F0010
D0001,A001,99,99,96,F0007
D0001,B5403,101,135,-96,F0007
D0001,A001,137,137,8,F0006
D0001,B4505,139,152,-8,F0006
D0001,A001,154,154,69,F0009
D0001,B7888,157,187,-69,F0009
D0001,A001,190,190,52,F0011
D0001,A001,190,190,77,F0005
D0001,B8063,193,220,-52,F0011
D0001,B3889,221,252,-77,F0005
D0001,A001,255,255,19,F0002
D0001,A001,255,255,90,F0001
D0001,B0402,258,276,-19,F0002
D0001,B0008,281,314,-90,F0001
D0001,A001,318,318,89,F0004
D0001,B2822,318,351,-89,F0004
D0002,A002,0,0,82,F0062
D0002,B7436,2,34,-82,F0062
D0002,A002,36,36,37,F0048
D0002,A002,36,36,72,F0045
D0002,B5004,37,67,-72,F0045
D0002,A002,68,68,80,F0022
D0002,B1550,70,102,-80,F0022
D0002,A002,104,104,45,F0060
D0002,A002,104,104,50,F0034
D0002,B6880,109,134,-45,F0060
D0002,B3369,136,162,-50,F0034
D0002,B5529,164,187,-37,F0048
D0002,S383,196,239,1,E2901
D0002,S366,244,246,2,E2811
D0002,S366,246,264,1,E2812
D0002,B6345,265,274,-2,E2811
D0002,S383,279,281,1,E2899
D0002,S383,281,289,3,E2895
D0002,S373,295,297,1,E2830
D0002,B5444,298,306,-1,E2899
D0002,B8948,308,316,-1,E2812
D0002,B6086,323,331,-1,E2901
D0002,B1924,334,342,-1,E2830
D0002,B2051,351,361,-3,E2895
D0002,S383,362,363,2,E2896
D0002,S428,381,382,2,E3155
D0002,S428,382,408,2,E3173
D0002,B5474,410,419,-2,E3173
D0002,B0291,449,458,-2,E2896
D0002,B0291,458,467,-2,E3155
D0002,S399,489,511,2,E2947
D0002,B1134,512,521,-2,E2947
D0002,S408,522,527,4,E2972
D0002,B6736,530,541,-4,E2972
D0002,S408,544,548,2,E2973
D0002,B6736,551,560,-2,E2973
D0002,S419,566,573,2,E3057
D0002,S414,574,575,2,E3018
D0002,B7377,578,587,-2,E3018
D0002,S415,590,595,3,E3034
D0002,S428,597,597,2,E3157
D0002,S428,597,603,3,E3163
D0002,S421,605,607,19,E3101
D0002,S419,607,612,1,E3061
D0002,S415,612,617,1,E3024
D0002,B5474,617,635,-19,E3101
D0002,B3852,637,647,-3,E3163
D0002,B6776,651,661,-3,E3034
D0002,B3037,662,671,-2,E3057
D0002,B3037,671,680,-2,E3157
D0002,B5018,686,694,-1,E3061
D0002,B0236,700,708,-1,E3024
D0003,A002,0,0,54,F0058
D0003,A002,0,0,69,F0021
D0003,B6709,0,27,-54,F0058
D0003,B1362,30,60,-69,F0021
D0003,S401,76,246,1,E2951
D0003,B3644,401,409,-1,E2951
D0003,S457,561,561,1,E3307
D0003,B2464,569,577,-1,E3307
D0003,S414,589,590,4,E3019
D0003,B7768,870,881,-4,E3019
D0004,A002,0,0,84,F0069
D0004,A002,0,0,54,F0020
D0004,B7770,1,33,-84,F0069
D0004,B1348,34,61,-54,F0020
D0004,S428,81,220,2,E3194
D0004,B0960,223,232,-2,E3194
D0004,S422,236,240,3,E3114
D0004,B5474,240,250,-3,E3114
D0004,S421,250,255,3,E3112
D0004,A037,374,374,27,F3412
D0004,A037,374,374,35,F3411
D0004,B7768,535,545,-3,E3112
D0004,B4796,690,711,-27,F3412
D0004,B4725,720,743,-35,F3411
D0005,A002,0,0,56,F0024
D0005,A002,0,0,62,F0026
D0005,B2004,4,31,-56,F0024
D0005,B2195,32,61,-62,F0026
D0005,S421,77,213,12,E3088
D0005,B3644,365,380,-12,E3088
D0005,S428,532,536,1,E3164
D0005,S428,536,543,3,E3174
D0005,B4356,548,556,-1,E3164
D0005,S421,559,560,1,E3095
D0005,B5284,564,572,-1,E3095
D0005,B5474,576,586,-3,E3174
D0005,S421,586,590,2,E3113
D0005,B8291,757,766,-2,E3113
D0006,A002,0,0,32,F0074
D0006,A002,0,0,75,F0063
D0006,A002,0,0,26,F0052
D0006,B8902,8,30,-32,F0074
D0006,B7554,33,64,-75,F0063
D0006,B5926,68,88,-26,F0052
D0006,S395,99,241,17,E2930
D0006,S400,243,243,3,E2948
D0006,S394,245,247,2,E2929
D0006,S395,248,254,11,E2937
D0006,B2670,255,264,-2,E2929
D0006,S398,265,270,1,E2946
D0006,S397,275,278,2,E2942
D0006,B0008,279,287,-1,E2946
D0006,B2233,293,310,-17,E2930
D0006,B6673,316,326,-3,E2948
D0006,S398,327,339,1,E2945
D0006,B7377,343,358,-11,E2937
D0006,B6259,361,370,-2,E2942
D0006,B2670,371,379,-1,E2945
D0006,S395,380,480,10,E2935
D0006,B5474,486,500,-10,E2935
D0006,S421,500,515,14,E3106
D0006,S421,515,526,1,E3094
D0006,B7096,528,544,-14,E3106
D0006,B5226,546,554,-1,E3094
D0006,S415,556,561,1,E3039
D0006,B7768,841,849,-1,E3039
D0007,A002,0,0,92,F0059
D0007,B6877,4,38,-92,F0059
D0007,S401,54,210,1,E2955
D0007,B4356,215,223,-1,E2955
D0007,S436,226,226,2,E3214
D0007,B2637,230,239,-2,E3214
D0007,S446,240,242,2,E3258
D0007,B0173,252,261,-2,E3258
D0007,S440,282,288,1,E3225
D0007,S463,290,293,2,E3349
D0007,B0112,295,303,-1,E3225
D0007,B7973,309,318,-2,E3349
D0007,S012,460,461,1,E0138
D0007,B6278,793,801,-1,E0138
D0008,A002,0,0,39,F0035
D0008,A002,0,0,73,F0039
D0008,B4084,2,33,-73,F0039
D0008,B3468,36,60,-39,F0035
D0008,A002,64,64,75,F0030
D0008,B2828,67,98,-75,F0030
D0008,S366,102,262,1,E2808
D0008,B4663,265,273,-1,E2808
D0008,S377,276,280,1,E2868
D0008,B4485,281,289,-1,E2868
D0008,S377,290,293,2,E2872
D0008,B5488,536,545,-2,E2872
D0009,A002,0,0,72,F0019
D0009,A002,0,0,67,F0065
D0009,B1017,5,35,-72,F0019
D0009,B7626,36,66,-67,F0065
D0009,A002,70,70,71,F0038
D0009,B4037,74,104,-71,F0038
D0009,S371,108,231,1,E2825
D0009,S383,234,240,6,E2904
D0009,S377,241,254,2,E2874
D0009,B7888,260,272,-6,E2904
D0009,B0008,273,282,-2,E2874
