D0001,A001,0,0,89,F0004
D0001,B2822,0,33,-89,F0004
D0001,A001,33,33,8,F0006
D0001,A001,33,33,52,F0011
D0001,A001,33,33,77,F0005
D0001,B8063,36,63,-52,F0011
D0001,B3889,64,95,-77,F0005
D0001,A122,98,98,86,F9067
D0001,B3693,99,132,-86,F9067
D0001,A122,133,133,68,F9062
D0001,B1995,134,164,-68,F9062
D0001,A122,165,165,94,F9068
D0001,B3917,166,200,-94,F9068
D0001,S408,201,215,11,E2971
D0001,B5457,217,232,-11,E2971
D0001,S387,236,240,2,E2915
D0001,B2414,240,249,-2,E2915
D0001,B4505,256,269,-8,F0006
D0001,S377,270,276,2,E2866
D0001,S377,276,280,1,E2868
D0001,S377,280,286,2,E2869
D0001,S383,287,289,3,E2895
D0001,B4485,291,300,-2,E2869
D0001,S383,302,305,4,E2897
D0001,S377,306,308,3,E2870
D0001,B1415,308,317,-2,E2866
D0001,S377,317,324,2,E2867
D0001,S377,324,326,3,E2871
D0001,B4485,327,335,-1,E2868
D0001,B4485,335,345,-3,E2871
D0001,B4485,345,355,-3,E2870
D0001,B3887,357,366,-2,E2867
D0001,B2051,370,380,-3,E2895
D0001,B3641,387,398,-4,E2897
D0001,A115,405,405,57,F8538
D0001,A115,405,405,37,F8555
D0001,A115,405,405,19,F8543
D0001,S376,406,416,2,E2862
D0001,B0291,418,427,-2,E2862
D0001,B4525,429,447,-19,F8543
D0001,S375,447,456,1,E2858
D0001,B1713,458,466,-1,E2858
D0001,S374,469,470,2,E2837
D0001,S374,470,482,2,E2838
D0001,S374,482,499,2,E2851
D0001,S407,507,507,3,E2969
D0001,B6512,512,522,-3,E2969
D0001,S374,526,540,3,E2843
D0001,B8560,541,550,-2,E2851
D0001,B3260,551,560,-2,E2838
D0001,B3260,560,569,-2,E2837
D0001,S374,570,580,2,E2846
D0001,S374,580,586,2,E2854
D0001,S385,590,595,1,E2912
D0001,B5907,599,607,-1,E2912
D0001,B5907,607,616,-2,E2846
D0001,B8584,617,626,-2,E2854
D0001,B0560,627,637,-3,E2843
D0001,B8584,638,661,-37,F8555
D0001,B3220,662,690,-57,F8538
D0001,A115,696,696,42,F8546
D0001,A115,696,696,14,F8536
D0001,B2926,697,713,-14,F8536
D0001,B5348,714,738,-42,F8546
D0002,A002,0,0,52,F0015
D0002,A002,0,0,84,F0069
D0002,B0574,2,29,-52,F0015
D0002,B7770,30,62,-84,F0069
D0002,A002,63,63,51,F0027
D0002,A002,63,63,72,F0045
D0002,B2320,65,91,-51,F0027
D0002,B5004,92,122,-72,F0045
D0002,A002,123,123,73,F0039
D0002,A002,123,123,54,F0058
D0002,B4084,125,156,-73,F0039
D0002,B6709,157,184,-54,F0058
D0002,A002,184,184,33,F0064
D0002,A002,184,184,40,F0018
D0002,A002,184,184,18,F0014
D0002,A002,184,184,37,F0051
D0002,S336,190,212,2,E2659
D0002,S336,212,212,1,E2657
D0002,B5825,215,224,-2,E2659
D0002,S335,227,231,1,E2637
D0002,S335,231,234,2,E2643
D0002,B5860,234,257,-37,F0051
D0002,S335,257,266,2,E2635
D0002,S335,266,266,3,E2644
D0002,S335,266,276,1,E2640
D0002,S335,276,283,2,E2638
D0002,B2955,284,292,-1,E2657
D0002,B2955,292,301,-2,E2635
D0002,B3215,302,311,-2,E2638
D0002,B3215,311,319,-1,E2637
D0002,B7554,323,332,-2,E2643
D0002,B7554,332,342,-3,E2644
D0002,B0531,343,361,-18,F0014
D0002,B4835,362,370,-1,E2640
D0002,S335,373,379,3,E2648
D0002,S336,379,404,2,E2661
