D0001,A001,0,0,93,F0003
D0001,B0753,1,35,-93,F0003
D0001,A001,36,36,89,F0004
D0001,B2822,36,69,-89,F0004
D0001,A001,69,69,77,F0005
D0001,A001,69,69,8,F0006
D0001,B4505,71,84,-8,F0006
D0001,S377,85,254,2,E2874
D0001,S377,254,276,2,E2866
D0001,S377,276,276,2,E2875
D0001,S377,276,280,1,E2868
D0001,B7613,282,291,-2,E2875
D0001,B1415,293,302,-2,E2866
D0001,S377,302,308,3,E2870
D0001,S377,308,316,2,E2873
D0001,S377,316,324,2,E2867
D0001,S377,324,326,3,E2871
D0001,B4485,327,335,-1,E2868
D0001,B0008,341,350,-2,E2874
D0001,B5820,360,369,-2,E2873
D0001,B3887,377,386,-2,E2867
D0001,B4485,388,398,-3,E2870
D0001,B4485,398,408,-3,E2871
D0001,A001,411,411,19,F0002
D0001,B0402,414,432,-19,F0002
D0001,B3889,434,465,-77,F0005
D0001,A001,468,468,90,F0001
D0001,B0008,472,505,-90,F0001
D0001,S397,506,524,1,E2944
D0001,S397,524,570,2,E2943
D0001,B7888,572,581,-2,E2943
D0001,B8075,585,593,-1,E2944
D0002,A001,0,0,57,F0010
D0002,A001,0,0,78,F0008
D0002,B8015,2,30,-57,F0010
D0002,B6721,31,62,-78,F0008
D0002,S377,65,286,2,E2869
D0002,B4485,287,296,-2,E2869
D0002,A001,299,299,96,F0007
D0002,B5403,301,335,-96,F0007
D0003,A001,0,0,52,F0011
D0003,A001,0,0,69,F0009
D0003,B8063,3,30,-52,F0011
D0003,S397,35,225,2,E2941
D0003,S396,228,228,1,E2940
D0003,S397,231,278,2,E2942
D0003,B1179,286,295,-2,E2941
D0003,B5518,308,316,-1,E2940
D0003,B6259,331,340,-2,E2942
D0003,B7888,347,377,-69,F0009
D0004,A002,0,0,67,F0065
D0004,A002,0,0,73,F0042
D0004,B4782,2,33,-73,F0042
D0004,A002,35,35,73,F0039
D0004,B7626,39,69,-67,F0065
D0004,B4084,71,102,-73,F0039
D0004,A002,104,104,42,F0056
D0004,A002,104,104,74,F0068
D0004,B6532,110,134,-42,F0056
D0004,B7729,136,167,-74,F0068
D0004,A002,173,173,33,F0055
D0004,A002,173,173,86,F0031
D0004,B2955,178,211,-86,F0031
D0004,S336,212,212,1,E2657
D0004,S336,212,216,2,E2658
D0004,S336,216,221,1,E2660
D0004,S335,221,226,3,E2646
D0004,B4381,231,240,-2,E2658
D0004,B7600,246,256,-3,E2646
D0004,B6877,259,267,-1,E2660
D0004,B2955,269,277,-1,E2657
D0004,S335,278,280,3,E2647
D0004,S335,280,283,2,E2638
D0004,B3215,285,294,-2,E2638
D0004,A002,298,298,32,F0074
D0004,A002,298,298,62,F0026
D0004,S323,304,307,10,E2547
D0004,B9080,314,328,-10,E2547
D0004,B7600,330,340,-3,E2647
D0004,B6275,347,369,-33,F0055
D0004,B2195,370,399,-62,F0026
D0004,S358,402,425,3,E2773
D0004,A002,426,426,82,F0062
D0004,B7436,428,460,-82,F0062
D0004,A002,462,462,51,F0027
D0004,B2320,464,490,-51,F0027
D0004,A002,492,492,75,F0063
D0004,B5691,499,509,-3,E2773
D0004,S335,517,537,5,E2636
D0004,B7554,539,570,-75,F0063
D0004,S335,572,574,4,E2641
D0004,B2955,575,587,-5,E2636
D0004,S335,588,604,1,E2645
D0004,B5860,604,615,-4,E2641
D0004,S335,615,626,3,E2650
D0004,B7554,628,636,-1,E2645
D0004,B8902,639,661,-32,F0074
D0004,B7600,663,673,-3,E2650
D0004,A002,679,679,80,F0077
D0004,B9186,681,713,-80,F0077
D0005,A002,0,0,54,F0020
D0005,A002,0,0,72,F0019
D0005,B1348,2,29,-54,F0020
D0005,A002,31,31,54,F0058
D0005,B6709,31,58,-54,F0058
D0005,B1017,62,92,-72,F0019
D0005,A002,97,97,72,F0029
D0005,B2652,101,131,-72,F0029
D0005,A002,135,135,41,F0033
D0005,A002,135,135,77,F0075
D0005,B9057,138,169,-77,F0075
D0005,A002,172,172,40,F0018
D0005,A002,172,172,40,F0071
D0005,B3215,176,200,-41,F0033
D0005,S336,202,221,1,E2662
D0005,S335,221,252,3,E2651
D0005,S335,252,266,2,E2635
D0005,B9186,270,278,-1,E2662
D0005,B7707,282,292,-3,E2651
D0005,S327,293,302,1,E2562
D0005,B1006,302,326,-40,F0018
D0005,B5865,329,337,-1,E2562
D0005,B2955,342,351,-2,E2635
D0005,S335,352,379,3,E2648
D0005,S336,379,404,2,E2661
D0005,B6932,406,415,-2,E2661
D0005,B7600,418,428,-3,E2648
D0005,A002,434,434,84,F0069
D0005,B7770,435,467,-84,F0069
D0005,A002,468,468,52,F0015
D0005,B0574,470,497,-52,F0015
D0005,A002,499,499,75,F0030
D0005,B2828,502,533,-75,F0030
D0005,A002,536,536,92,F0059
D0005,S356,537,558,2,E2771
D0005,B6877,561,595,-92,F0059
D0005,B7707,598,607,-2,E2771
D0005,S329,613,613,1,E2568
D0005,B8786,624,632,-1,E2568
D0005,A002,646,646,88,F0078
D0005,B8373,654,678,-40,F0071
D0005,B9213,680,713,-88,F0078
D0006,A002,0,0,82,F0037
D0006,A002,0,0,37,F0048
D0006,B3667,3,35,-82,F0037
D0006,A002,38,38,39,F0035
D0006,A002,38,38,50,F0034
D0006,B3468,42,66,-39,F0035
D0006,B3369,71,97,-50,F0034
D0006,B5529,99,122,-37,F0048
D0006,A002,128,128,71,F0038
D0006,A002,128,128,55,F0054
D0006,B6067,134,161,-55,F0054
D0006,B4037,166,196,-71,F0038
D0006,A002,200,200,52,F0067
D0006,A002,200,200,66,F0044
D0006,A002,200,200,15,F0032
D0006,S336,206,213,4,E2655
D0006,S335,213,231,1,E2637
D0006,B7714,233,260,-52,F0067
D0006,A002,265,265,39,F0049
D0006,B5820,273,297,-39,F0049
D0006,B2195,300,311,-4,E2655
D0006,A002,316,316,20,F0041
D0006,A002,316,316,32,F0057
D0006,B3215,320,328,-1,E2637
D0006,B4835,333,362,-66,F0044
D0006,B2999,364,381,-15,F0032
D0006,B4714,383,401,-20,F0041
D0006,B6612,404,426,-32,F0057
D0006,A002,431,431,80,F0022
D0006,B1550,433,465,-80,F0022
D0006,A002,467,467,45,F0060
D0006,A002,467,467,73,F0043
D0006,S323,473,473,3,E2543
D0006,S323,473,553,6,E2545
D0006,B5691,554,564,-3,E2543
